id,title,description,price,category,image,specs,skv,mrp,sale_price,features,stock
150,500 RPM DC MOTOR,,140,Motors,500 RPM DC MOTOR.jpeg,"{ ""Product Type"": ""500 RPM 12V DC Geared Motor"", ""Motor Type"": ""DC Metal Gear Motor"", ""Rated Voltage"": ""12V DC"", ""No-Load Speed"": ""500 RPM"", ""Rated Torque"": ""High Torque (Model Dependent)"", ""Shaft Type"": ""D-Shaped Output Shaft"", ""Weight"": ""Approximately 180 g"" }",B25A,280,140,"[ ""Provides 500 RPM output with high torque for high-speed motion control"", ""Durable metal gearbox ensures smooth operation and extended service life"", ""Supports bidirectional rotation by reversing the supply polarity"", ""Compatible with L298N, L293D, BTS7960, TB6612FNG, and other DC motor driver modules"", ""Ideal for robotics, smart vehicles, conveyor systems, automation equipment, and DIY electronics projects"" ]",1
151,DC PUMP,,50,Motors,DC PUMP.jpeg,"{ ""Product Type"": ""DC Water Pump"", ""Pump Type"": ""Submersible DC Pump"", ""Operating Voltage"": ""3V - 12V DC (Model Dependent)"", ""Flow Rate"": ""80 - 240 L/H (Model Dependent)"", ""Maximum Lift Height"": ""0.5 - 3 m (Model Dependent)"", ""Outlet Diameter"": ""6 - 8 mm"", ""Weight"": ""Approximately 70 g"" }",B26,,,"[ ""Compact DC water pump suitable for continuous water circulation"", ""Low power consumption with quiet and efficient operation"", ""Can be controlled using relay modules or motor driver circuits"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, STM32, and other embedded systems"", ""Ideal for automatic plant watering, aquariums, fountains, cooling systems, hydroponics, and DIY water circulation projects"" ]",0
152,BLDC MOTOR 1000KVA,,600,Motors,"BLDC MOTOR 1000KVA,jpeg","{ ""Product Type"": ""1000KV Brushless DC (BLDC) Outrunner Motor"", ""Motor Type"": ""3-Phase Brushless DC Outrunner Motor"", ""KV Rating"": ""1000 KV"", ""Operating Voltage"": ""7.4V - 14.8V DC (2S - 4S Li-Po)"", ""Maximum Current"": ""Up to 20A (Model Dependent)"", ""Recommended ESC"": ""20A - 30A Brushless ESC"", ""Weight"": ""Approximately 55 g"" }",B27,1200,600,"[ ""High-efficiency brushless outrunner motor with a 1000 KV speed constant"", ""Provides high power-to-weight ratio with smooth and reliable operation"", ""Requires a brushless Electronic Speed Controller (ESC) for operation"", ""Compatible with Arduino, ESP32, STM32, Raspberry Pi, and RC flight controllers when used with a suitable ESC"", ""Ideal for drones, RC airplanes, quadcopters, robotic propulsion systems, CNC projects, and DIY electronics"" ]",2
153,SIMONK30ESC,,350,Miscellaneous,SIMONK30ESC.jpeg,"{ ""Product Type"": ""SimonK 30A Electronic Speed Controller (ESC)"", ""Firmware"": ""SimonK"", ""ESC Type"": ""Brushless DC Motor Speed Controller"", ""Operating Voltage"": ""7.4V - 14.8V DC (2S - 4S Li-Po)"", ""Continuous Current"": ""30A"", ""Peak Current"": ""40A (Up to 10 Seconds)"", ""BEC Output"": ""5V DC, 2A"", ""Weight"": ""Approximately 25 g"" }",B27A,700,350,"[ ""30A brushless Electronic Speed Controller designed for BLDC motors"", ""Preloaded with SimonK firmware for fast throttle response and smooth motor control"", ""Integrated 5V/2A BEC for powering flight controllers and microcontrollers"", ""Compatible with Arduino, ESP32, STM32, Raspberry Pi, RC receivers, and flight controllers using standard PWM signals"", ""Ideal for quadcopters, drones, RC airplanes, RC boats, robotics, and other brushless motor control applications"" ]",1
154,5V STEPPER MOTOR,,110,Motors,5V STEPPER MOTOR.jpeg,"{ ""Product Type"": ""5V Stepper Motor"", ""Model"": ""28BYJ-48"", ""Motor Type"": ""Unipolar Stepper Motor"", ""Operating Voltage"": ""5V DC"", ""Step Angle"": ""5.625° / 64 (Gear Reduction)"", ""Gear Ratio"": ""1:64"", ""Number of Wires"": ""5"", ""Weight"": ""Approximately 35 g"" }",B28,220,110,"[ ""High-precision unipolar stepper motor with built-in 1:64 reduction gearbox"", ""Provides accurate position and speed control with high holding torque"", ""Designed to work with ULN2003 stepper motor driver modules"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, STM32, and other microcontroller platforms"", ""Ideal for robotics, automation systems, camera sliders, CNC prototypes, educational projects, and precision motion control applications"" ]",4
156,Servo Driver,,50,Miscellaneous,Servo Driver.jpeg,"{ ""Model"": ""PCA9685 16-Channel PWM/Servo Driver Module"", ""Module Type"": ""16-Channel PWM and Servo Driver"", ""Driver IC"": ""PCA9685"", ""Operating Voltage"": ""2.3V - 5.5V DC (Logic), 5V - 6V (Servo Power)"", ""Communication Interface"": ""I2C"", ""PWM Resolution"": ""12-bit (4096 Levels)"", ""PWM Frequency"": ""24 Hz - 1526 Hz (Programmable)"", ""Weight"": ""Approximately 10 g"" }",B29A,,,"[ ""Controls up to 16 servo motors or PWM outputs independently using a single I2C interface"", ""12-bit PWM resolution provides smooth and precise servo and LED control"", ""Programmable PWM frequency suitable for servos, LEDs, and other PWM devices"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, STM32, and other I2C-enabled microcontrollers"", ""Ideal for robotics, robotic arms, RC projects, LED dimming, automation systems, and IoT applications"" ]",4
157,MG995 SERVO MOTOR,,250,Motors,MG995 SERVO MOTOR.jpg,"{ ""Product Type"": ""MG995 High Torque Servo Motor"", ""Model"": ""MG995"", ""Motor Type"": ""Digital Metal Gear Servo Motor"", ""Operating Voltage"": ""4.8V - 7.2V DC"", ""Operating Angle"": ""0° - 180°"", ""Control Signal"": ""PWM"", ""Stall Torque"": ""10 kg·cm @ 4.8V, 12 kg·cm @ 6V"", ""Weight"": ""Approximately 55 g"" }",B30,500,250,"[ ""High-torque servo motor with durable metal gears for heavy-duty applications"", ""Supports precise position control over a 0° to 180° rotation range using PWM signals"", ""Fast response and high holding torque for demanding mechanical systems"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, STM32, and PCA9685 servo driver modules"", ""Ideal for robotic arms, humanoid robots, RC vehicles, automation systems, pan-tilt mechanisms, and DIY robotics projects"" ]",0
159,MG90S SERVO MOTOR,,50,Motors,MG90S SERVO MOTOR.jpeg,"{ ""Product Type"": ""MG90S Micro Servo Motor"", ""Model"": ""MG90S"", ""Motor Type"": ""Metal Gear Micro Servo Motor"", ""Operating Voltage"": ""4.8V - 6V DC"", ""Operating Angle"": ""0° - 180°"", ""Control Signal"": ""PWM"", ""Stall Torque"": ""2.2 kg·cm @ 4.8V, 2.5 kg·cm @ 6V"", ""Weight"": ""Approximately 13 g"" }",B30B,,,"[ ""Compact micro servo with durable metal gears for improved strength and longevity"", ""Provides precise position control over a 0° to 180° rotation range using PWM signals"", ""Offers higher torque and better durability than standard SG90 plastic gear servos"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, STM32, and PCA9685 servo driver modules"", ""Ideal for robotics, RC aircraft, robotic arms, pan-tilt mechanisms, automation systems, and DIY electronics projects"" ]",4
160,CLUSTER WHEEL,,50,Wheels,CLUSTER WHEEL.jpeg,"{ ""Product Type"": ""Cluster Wheel"", ""Wheel Type"": ""Multi-Roller Omni Cluster Wheel"", ""Wheel Diameter"": ""Approximately 60 mm (Model Dependent)"", ""Material"": ""High-Strength Plastic with Rubber Rollers"", ""Mounting Hole"": ""Compatible with Standard DC Gear Motors"", ""Rotation"": ""360° Multi-Directional Movement"", ""Weight"": ""Approximately 60 g"" }",B31,,,"[ ""Multi-roller design enables smooth omnidirectional movement"", ""Provides excellent traction while reducing friction during lateral motion"", ""Lightweight and durable construction for robotic applications"", ""Compatible with BO motors, DC geared motors, stepper motors, and robotic chassis"", ""Ideal for omnidirectional robots, AGVs, robotic platforms, educational robotics, and DIY automation projects"" ]",7
161,BO MOTOR WHEEL,,35,Wheels,BO MOTOR WHEEL.jpeg,"{ ""Product Type"": ""BO Motor Wheel"", ""Wheel Type"": ""Plastic Wheel for BO Geared Motor"", ""Wheel Diameter"": ""65 mm"", ""Wheel Width"": ""26 mm"", ""Material"": ""High-Quality Plastic with Rubber Tire"", ""Mounting Type"": ""Press-Fit for BO Motor Shaft"", ""Weight"": ""Approximately 20 g"" }",B32,70,35,"[ ""Designed specifically for BO geared motors with a secure press-fit connection"", ""Rubber tire provides excellent grip and smooth movement on various surfaces"", ""Lightweight yet durable construction for long-lasting performance"", ""Compatible with BO motors used in Arduino, ESP32, Raspberry Pi, and STM32 robotics projects"", ""Ideal for line-following robots, obstacle-avoiding robots, smart cars, educational robotics, and DIY automation projects"" ]",16
162,DC MOTOR WHEEL,,50,Wheels,DC MOTOR WHEEL.jpeg,"{ ""Product Type"": ""DC Motor Wheel"", ""Wheel Type"": ""Rubber Tire Wheel for DC Geared Motor"", ""Wheel Diameter"": ""65 mm (Model Dependent)"", ""Wheel Width"": ""26 mm"", ""Material"": ""Plastic Rim with Rubber Tire"", ""Mounting Type"": ""Compatible with D-Shaped Motor Shaft"", ""Weight"": ""Approximately 30 g"" }",B33,,,"[ ""Designed for use with DC geared motors featuring D-shaped output shafts"", ""Rubber tire provides excellent grip and stable movement on various surfaces"", ""Lightweight and durable construction for reliable performance"", ""Compatible with 12V DC geared motors used in Arduino, ESP32, Raspberry Pi, and STM32 robotics projects"", ""Ideal for robotic vehicles, smart cars, mobile robots, automation systems, and DIY electronics projects"" ]",8
164,AQUA PUMP,,50,Miscellaneous,AQUA PUMP.jpeg,"{ ""Product Type"": ""Aqua Water Pump"", ""Pump Type"": ""Mini DC Water Pump"", ""Operating Voltage"": ""3V - 12V DC (Model Dependent)"", ""Flow Rate"": ""80 - 300 L/H (Model Dependent)"", ""Maximum Lift Height"": ""0.5 - 3 m"", ""Outlet Diameter"": ""6 - 8 mm"", ""Weight"": ""Approximately 80 g"" }",B34,,,"[ ""Compact DC water pump for efficient water circulation and transfer"", ""Low-noise operation with low power consumption"", ""Can be controlled using relay modules or motor driver circuits"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, STM32, and other embedded systems"", ""Ideal for automatic plant watering, aquariums, fountains, hydroponics, cooling systems, and DIY water pumping projects"" ]",
165,METAL STUDD,,50,Miscellaneous,METAL STUDD.jpeg,"{ ""Product Type"": ""Metal Stud"", ""Material"": ""Galvanized Steel / Mild Steel"", ""Finish"": ""Zinc Plated"", ""Thread Type"": ""Metric (M3 / M4 - Model Dependent)"", ""Length"": ""10 mm - 100 mm (Model Dependent)"", ""Mounting Type"": ""Threaded"", ""Weight"": ""Approximately 5 g (Model Dependent)"" }",B35,,,"[ ""High-strength threaded metal stud for secure mechanical assembly"", ""Corrosion-resistant zinc-plated finish for improved durability"", ""Compatible with nuts, spacers, brackets, PCBs, and robotic chassis"", ""Suitable for Arduino, ESP32, Raspberry Pi, STM32, 3D printers, and embedded hardware assemblies"", ""Ideal for robotics, electronic enclosures, mechanical fixtures, prototyping, and DIY engineering projects"" ]",
166,12 V BIDC FAN,,90,Miscellaneous,12 V BIDC FAN.jpeg,"{ ""Product Type"": ""12V BLDC Cooling Fan"", ""Fan Type"": ""Brushless DC (BLDC) Fan"", ""Operating Voltage"": ""12V DC"", ""Rated Current"": ""0.10A - 0.30A (Model Dependent)"", ""Fan Size"": ""40×40 mm / 60×60 mm / 80×80 mm (Model Dependent)"", ""Speed"": ""2500 - 5000 RPM (Model Dependent)"", ""Weight"": ""Approximately 40 g"" }",B36,180,90,"[ ""Brushless DC motor ensures quiet operation and long service life"", ""Provides efficient airflow for cooling electronic components and enclosures"", ""Low power consumption with continuous-duty operation"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, power supplies, and electronic cooling systems (via a suitable driver or relay if controlled by a microcontroller)"", ""Ideal for electronics cooling, 3D printers, computer cabinets, power supplies, robotics, and DIY projects"" ]",3
167,5V BIDC FAN,,70,Miscellaneous,5V BIDC FAN.jpeg,"{ ""Product Type"": ""5V BLDC Cooling Fan"", ""Fan Type"": ""Brushless DC (BLDC) Fan"", ""Operating Voltage"": ""5V DC"", ""Rated Current"": ""0.10A - 0.25A (Model Dependent)"", ""Fan Size"": ""30×30 mm / 40×40 mm / 50×50 mm (Model Dependent)"", ""Speed"": ""4000 - 8000 RPM (Model Dependent)"", ""Weight"": ""Approximately 25 g"" }",B36A,140,70,"[ ""Brushless DC motor provides quiet operation and extended service life"", ""Delivers efficient airflow for cooling electronic components and embedded systems"", ""Low power consumption with reliable continuous operation"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, STM32, and USB-powered devices (via a suitable driver or transistor if controlled by a microcontroller)"", ""Ideal for electronics cooling, Raspberry Pi projects, IoT devices, 3D printers, robotics, and DIY electronics"" ]",
168,VALVE SOLENOID,,285,Miscellaneous,VALVE  SOLENOID,"{ ""Product Type"": ""Solenoid Valve"", ""Valve Type"": ""Normally Closed (NC) Solenoid Valve"", ""Operating Voltage"": ""12V DC (Common Model)"", ""Operating Pressure"": ""0.02 - 0.8 MPa"", ""Port Size"": ""1/2 Inch (Model Dependent)"", ""Valve Body Material"": ""Plastic / Brass (Model Dependent)"", ""Weight"": ""Approximately 180 g"" }",B37,570,285,"[ ""Electrically operated normally closed valve for automatic fluid control"", ""Fast switching with reliable and leak-resistant operation"", ""Suitable for controlling water, air, and other non-corrosive fluids"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32 using a relay module or MOSFET driver"", ""Ideal for irrigation systems, water dispensers, industrial automation, fluid control, and IoT-based automation projects"" ]",1
169,12 V LED,,50,LED,12 V LED.jpeg,"{ ""Product Type"": ""12V LED"", ""LED Type"": ""Pre-Wired High-Brightness LED"", ""Operating Voltage"": ""12V DC"", ""LED Diameter"": ""3 mm / 5 mm (Model Dependent)"", ""Light Color"": ""Red / Green / Blue / Yellow / White (Model Dependent)"", ""Viewing Angle"": ""20° - 120° (Model Dependent)"", ""Weight"": ""Approximately 2 g"" }",B38,,,"[ ""Operates directly from a 12V DC supply with a built-in current-limiting resistor"", ""High-brightness LED provides clear visual indication and illumination"", ""Available in multiple colors for status indication and lighting applications"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, STM32, and other 12V control circuits (via a suitable driver if required)"", ""Ideal for indicator lights, automotive electronics, control panels, DIY electronics, industrial equipment, and lighting projects"" ]",12
170,PVC HEATSINK SLIVES,,50,Miscellaneous,PVC HEATSINK SLIVES.jpeg,"{ ""Product Type"": ""PVC Heat Shrink Sleeve"", ""Material"": ""Polyvinyl Chloride (PVC)"", ""Shrink Ratio"": ""2:1"", ""Operating Temperature"": ""-20°C to +105°C"", ""Available Diameters"": ""2 mm - 25 mm (Model Dependent)"", ""Color"": ""Black / Red / Blue / Yellow / Green / Transparent (Model Dependent)"", ""Weight"": ""Varies with Size and Length"" }",B39,,,"[ ""Provides electrical insulation and mechanical protection for wires and cable joints"", ""Shrinks uniformly when heated to form a secure, tight-fitting covering"", ""Resistant to abrasion, moisture, dust, and common chemicals"", ""Suitable for use with Arduino, ESP32, Raspberry Pi, STM32, power supplies, and general electronic wiring"", ""Ideal for wire insulation, cable bundling, solder joint protection, connector reinforcement, and DIY electronics projects"" ]",
